tokenizer_family,model_name,tokenizer_path,tokenizer_mode,language,length_label,input_chars,worker_processes,chunk_count,chunk_chars,overlap_chars,chat_template_time_ms,dispatch_submit_time_ms,dispatch_collect_time_ms,mp_dispatch_process_collect_time_ms,chunk_dedup_time_ms,worker_encode_time_ms_sum,worker_encode_time_ms_max,worker_materialize_time_ms_sum,worker_materialize_time_ms_max,lopt_e2e_time_ms,native_e2e_time_ms,native_tokenizer_time_ms,native_output_tokens,native_token_hash,lopt_output_tokens,lopt_token_hash,exact_match,fallback_used,fallback_serial_time_ms,fallback_token_hash,error_message,candidate_status,actual_chunk_count
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,4,16384,512,0.0,0.06,45.31,45.37,0.87,75.509,21.319,1.335,0.389,46.24,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,4,16384,1024,0.0,0.053,46.445,46.498,1.908,76.645,21.923,1.707,0.504,48.406,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,4,16384,2048,0.0,0.064,43.338,43.402,3.837,74.17,19.775,2.297,0.64,47.239,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,4,16384,4096,0.0,0.074,57.695,57.769,6.937,95.516,29.852,5.362,1.656,64.706,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,4,16384,8192,0.0,0.063,72.387,72.45,11.934,114.736,33.446,9.7,3.108,84.384,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,32,0.0,0.103,38.83,38.933,0.529,69.575,9.179,0.997,0.128,39.462,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,64,0.0,0.11,41.974,42.084,0.829,72.497,11.43,1.059,0.143,42.913,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,128,0.0,0.11,39.612,39.722,0.997,70.232,8.91,1.141,0.149,40.719,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,256,0.0,0.108,41.332,41.44,1.466,71.76,10.555,1.332,0.193,42.906,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,512,0.0,0.094,42.873,42.967,2.184,74.278,12.605,1.695,0.225,45.151,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,1024,0.0,0.194,52.203,52.396,4.183,87.126,19.422,2.615,0.424,56.579,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,2048,0.0,0.117,55.865,55.982,6.8,93.704,13.834,4.695,0.707,62.782,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,2,8,8192,4096,0.0,0.1,67.499,67.599,12.694,106.384,17.393,9.544,1.556,80.293,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,32,0.0,0.069,95.722,95.791,0.0,88.978,88.978,0.803,0.803,95.791,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,64,0.0,0.048,75.85,75.898,0.0,69.661,69.661,0.831,0.831,75.898,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,128,0.0,0.028,76.515,76.542,0.0,70.46,70.46,0.831,0.831,76.542,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,256,0.0,0.049,91.431,91.479,0.0,85.364,85.364,0.861,0.861,91.479,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,512,0.0,0.036,91.952,91.988,0.0,85.026,85.026,0.997,0.997,91.988,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,1024,0.0,0.035,73.726,73.761,0.0,66.929,66.929,1.384,1.384,73.761,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,2048,0.0,0.035,75.136,75.171,0.0,67.361,67.361,1.547,1.547,75.171,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,4096,0.0,0.042,75.271,75.314,0.0,67.38,67.38,1.72,1.72,75.314,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,1,65536,8192,0.0,0.048,94.326,94.374,0.0,82.35,82.35,3.091,3.091,94.374,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,32,0.0,0.069,38.218,38.287,0.334,67.998,34.086,0.942,0.491,38.621,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,64,0.0,0.052,41.893,41.945,0.382,71.361,37.538,0.893,0.462,42.327,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,128,0.0,0.052,44.582,44.633,0.287,75.116,40.572,1.016,0.522,44.92,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,256,0.0,0.045,46.617,46.662,0.342,79.359,42.46,1.031,0.516,47.004,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,512,0.0,0.046,40.581,40.627,0.836,71.04,35.938,1.091,0.567,41.463,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,1024,0.0,0.126,45.641,45.767,0.795,78.611,41.278,1.325,0.72,46.562,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,2048,0.0,0.049,42.477,42.526,1.24,71.565,36.715,1.977,1.296,43.766,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,4096,0.0,0.046,56.291,56.337,2.386,88.873,48.459,3.126,1.809,58.723,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,2,32768,8192,0.0,0.052,56.001,56.053,4.346,80.324,45.786,4.918,2.936,60.399,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,2
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,32,0.0,0.061,21.222,21.283,0.335,72.104,19.063,1.013,0.268,21.618,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,64,0.0,0.062,25.159,25.221,0.632,75.843,22.697,1.038,0.278,25.853,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,128,0.0,0.077,22.826,22.903,0.85,73.118,20.268,1.083,0.303,23.753,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,256,0.0,0.085,22.648,22.733,0.616,73.737,20.181,1.184,0.326,23.349,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,512,0.0,0.072,22.766,22.838,0.951,74.867,20.252,1.392,0.397,23.789,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,1024,0.0,0.071,22.689,22.76,1.578,74.492,19.586,1.738,0.479,24.338,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,2048,0.0,0.069,25.74,25.809,2.945,80.367,21.325,2.563,0.702,28.754,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,4096,0.0,0.067,33.126,33.193,6.131,91.934,26.167,5.158,1.501,39.324,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,4,16384,8192,0.0,0.071,44.062,44.133,13.461,106.392,34.426,9.784,3.146,57.594,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,4
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,32,0.0,0.127,22.527,22.653,0.445,76.452,11.859,1.089,0.155,23.098,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,64,0.0,0.107,21.295,21.402,0.906,72.689,9.545,1.123,0.159,22.308,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,128,0.0,0.159,24.62,24.779,0.897,76.438,12.166,1.224,0.175,25.676,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,256,0.0,0.223,25.382,25.606,1.397,76.818,12.74,1.426,0.21,27.003,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,512,0.0,0.118,25.906,26.024,2.334,80.961,12.254,1.884,0.276,28.358,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,1024,0.0,0.313,28.085,28.399,3.887,92.012,13.618,2.717,0.433,32.286,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,2048,0.0,0.117,31.165,31.282,7.317,97.843,16.256,4.97,0.913,38.599,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,8,8192,4096,0.0,0.128,44.482,44.61,13.988,113.932,19.201,9.694,1.369,58.598,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,8
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,32,0.0,0.214,20.665,20.879,0.737,69.205,4.761,1.225,0.095,21.616,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,64,0.0,0.189,24.255,24.444,1.101,80.21,11.22,1.349,0.104,25.545,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,128,0.0,0.29,22.45,22.74,1.533,70.766,6.115,1.486,0.105,24.273,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,256,0.0,0.213,24.612,24.825,6.926,79.305,6.367,2.025,0.16,31.751,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,512,0.0,0.231,24.931,25.162,4.378,78.163,7.478,2.738,0.232,29.54,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,1024,0.0,0.274,31.691,31.965,7.945,96.336,8.547,4.36,0.422,39.91,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,4,16,4096,2048,0.0,0.205,35.251,35.455,12.896,108.853,8.818,7.376,0.583,48.351,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,16
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,8,1,65536,32,0.0,0.033,75.706,75.739,0.0,69.791,69.791,0.77,0.77,75.739,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,8,1,65536,64,0.0,0.033,79.68,79.713,0.0,73.444,73.444,0.853,0.853,79.713,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
DeepSeek-V4-Pro,deepseek-ai/DeepSeek-V4-Pro,/root/LoPT/tokenizers/deepseek_v4_pro,hf,zh,64k,65536,8,1,65536,128,0.0,0.035,76.381,76.416,0.0,69.85,69.85,0.816,0.816,76.416,104.808,102.941,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,37465,e307449f85db241feb84fc8fdf31b3f74ab8ef6b861e99058875e3d2c7308e23,True,False,,,,valid,1
