tokenizer_family,model_name,tokenizer_path,tokenizer_mode,language,length_label,input_chars,worker_processes,chunk_count,chunk_chars,overlap_chars,chat_template_time_ms,dispatch_submit_time_ms,dispatch_collect_time_ms,mp_dispatch_process_collect_time_ms,chunk_dedup_time_ms,worker_encode_time_ms_sum,worker_encode_time_ms_max,worker_materialize_time_ms_sum,worker_materialize_time_ms_max,lopt_e2e_time_ms,native_e2e_time_ms,native_tokenizer_time_ms,native_output_tokens,native_token_hash,lopt_output_tokens,lopt_token_hash,exact_match,fallback_used,fallback_serial_time_ms,fallback_token_hash,error_message,candidate_status,actual_chunk_count,e2e_speedup_x,tokenizer_speedup_x,tokenizer_time_drop_pct
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,720k,737280,64,128,5760,64,0.0,1.515,190.103,191.618,6.866,660.681,5.542,13.145,0.125,198.484,1217.077,1206.571,409030,ac0916a35bb1e62c100c52ebbc747820ac1da02b287101743c5c53fd96daf27d,409030,ac0916a35bb1e62c100c52ebbc747820ac1da02b287101743c5c53fd96daf27d,True,False,,,,valid,128,6.132,6.297,84.119
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,1,4,225280,64,0.0,0.084,848.607,848.691,3.229,771.495,193.662,11.866,3.005,851.92,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4,1.346,1.334,25.033
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,2,8,112640,256,0.0,0.139,427.443,427.582,3.71,768.411,97.001,12.03,1.554,431.292,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8,2.658,2.648,62.231
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,32,0.0,0.301,238.994,239.294,5.542,814.499,56.065,12.891,0.983,244.836,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16,4.682,4.731,78.863
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,512,0.0,0.506,153.919,154.425,11.174,868.185,36.912,17.646,0.834,165.599,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32,6.923,7.331,86.359
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,16,64,14080,128,0.0,0.819,148.754,149.572,8.2,957.43,25.588,16.601,1.063,157.772,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,64,7.266,7.569,86.788
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,32,128,7040,64,0.0,1.485,89.756,91.241,12.398,967.01,20.735,15.645,0.26,103.639,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,128,11.062,12.408,91.94
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,64,64,14080,32,0.0,72.553,167.898,240.451,4.569,818.561,17.317,14.721,0.301,245.02,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,64,4.679,4.708,78.76
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,1024k,1048576,1,4,262144,512,0.0,0.089,977.729,977.818,4.275,889.801,223.161,12.852,3.25,982.093,1279.613,1269.082,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,True,False,,,,valid,4,1.303,1.298,22.951
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,1024k,1048576,2,8,131072,64,0.0,0.174,493.623,493.797,4.149,882.573,111.84,14.111,1.882,497.946,1279.613,1269.082,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,True,False,,,,valid,8,2.57,2.57,61.09
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,1024k,1048576,4,8,131072,128,0.0,0.737,286.454,287.191,4.227,958.814,136.702,14.613,2.135,291.418,1279.613,1269.082,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,True,False,,,,valid,8,4.391,4.419,77.37
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,1024k,1048576,8,32,32768,256,0.0,0.44,156.769,157.209,9.296,987.193,42.949,16.959,0.627,166.505,1279.613,1269.082,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,True,False,,,,valid,32,7.685,8.073,87.612
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,1024k,1048576,16,64,16384,32,0.0,11.522,158.133,169.655,6.109,1031.708,36.486,16.512,0.357,175.764,1279.613,1269.082,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,581755,ac40f2d9cb819c7f361096c6a5ebeefcb6fe7ab723f04566c3d626f7aad2a491,True,False,,,,valid,64,7.28,7.48,86.632
